id,title,make,model,variant,price,year,mileage,fuelType,transmission,distanceMiles,postcodeArea,source,dealerName,motExpiry,listedAt,valueScore,valueInsight,imageUrl,originalListingUrl
877,Audi A3 TDI Sport #877,Audi,A3,TDI Sport,25383,2023,37149,Petrol,Automatic,141,SW7,Dealer Site,City Motors,Dec 2026,2026-06-10,72,£1077 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/877
878,Nissan Leaf Tekna #878,Nissan,Leaf,Tekna,25762,2024,37286,Diesel,Manual,148,SW8,Local Garage,Premium Cars Ltd,Dec 2026,2026-06-11,73,£1078 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/878
879,Honda Civic i-VTEC #879,Honda,Civic,i-VTEC,26141,2025,37423,Hybrid,Automatic,5,SW9,Partner Dealer,Green Drive Motors,Dec 2026,2026-06-12,74,£1079 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/879
880,Mazda 3 SE-L #880,Mazda,3,SE-L,26520,2015,37560,Electric,Manual,12,SW10,eBay,Direct Autos,Dec 2026,2026-06-13,75,£1080 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/880
881,Volkswagen Golf 1.5 TSI #881,Volkswagen,Golf,1.5 TSI,26899,2016,37697,Petrol,Automatic,19,SW11,Dealer Site,EV Specialists,Dec 2026,2026-06-14,76,£1081 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/881
882,Ford Fiesta Titanium #882,Ford,Fiesta,Titanium,27278,2017,37834,Diesel,Manual,26,SW12,Local Garage,AutoMart London,Dec 2026,2026-06-15,77,£1082 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/882
883,BMW 118i Sport #883,BMW,118i,Sport,27657,2018,37971,Hybrid,Automatic,33,SW13,Partner Dealer,City Motors,Dec 2026,2026-06-16,78,£1083 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/883
884,Toyota Yaris Hybrid #884,Toyota,Yaris,Hybrid,28036,2019,38108,Electric,Manual,40,SW14,eBay,Premium Cars Ltd,Dec 2026,2026-06-17,79,£1084 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/884
885,Audi A3 TDI Sport #885,Audi,A3,TDI Sport,28415,2020,38245,Petrol,Automatic,47,SW15,Dealer Site,Green Drive Motors,Dec 2026,2026-06-18,80,£1085 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/885
886,Nissan Leaf Tekna #886,Nissan,Leaf,Tekna,28794,2021,38382,Diesel,Manual,54,SW16,Local Garage,Direct Autos,Dec 2026,2026-06-19,81,£1086 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/886
887,Honda Civic i-VTEC #887,Honda,Civic,i-VTEC,29173,2022,38519,Hybrid,Automatic,61,SW17,Partner Dealer,EV Specialists,Dec 2026,2026-06-20,82,£1087 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/887
888,Mazda 3 SE-L #888,Mazda,3,SE-L,29552,2023,38656,Electric,Manual,68,SW18,eBay,AutoMart London,Dec 2026,2026-06-21,83,£1088 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/888
889,Volkswagen Golf 1.5 TSI #889,Volkswagen,Golf,1.5 TSI,29931,2024,38793,Petrol,Automatic,75,SW19,Dealer Site,City Motors,Dec 2026,2026-06-22,84,£1089 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/889
890,Ford Fiesta Titanium #890,Ford,Fiesta,Titanium,30310,2025,38930,Diesel,Manual,82,SW0,Local Garage,Premium Cars Ltd,Dec 2026,2026-06-23,85,£1090 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/890
891,BMW 118i Sport #891,BMW,118i,Sport,30689,2015,39067,Hybrid,Automatic,89,SW1,Partner Dealer,Green Drive Motors,Dec 2026,2026-06-24,86,£1091 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/891
892,Toyota Yaris Hybrid #892,Toyota,Yaris,Hybrid,5068,2016,39204,Electric,Manual,96,SW2,eBay,Direct Autos,Dec 2026,2026-06-25,87,£1092 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/892
893,Audi A3 TDI Sport #893,Audi,A3,TDI Sport,5447,2017,39341,Petrol,Automatic,103,SW3,Dealer Site,EV Specialists,Dec 2026,2026-06-26,88,£1093 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/893
894,Nissan Leaf Tekna #894,Nissan,Leaf,Tekna,5826,2018,39478,Diesel,Manual,110,SW4,Local Garage,AutoMart London,Dec 2026,2026-06-27,89,£1094 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/894
895,Honda Civic i-VTEC #895,Honda,Civic,i-VTEC,6205,2019,39615,Hybrid,Automatic,117,SW5,Partner Dealer,City Motors,Dec 2026,2026-06-28,90,£1095 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/895
896,Mazda 3 SE-L #896,Mazda,3,SE-L,6584,2020,39752,Electric,Manual,124,SW6,eBay,Premium Cars Ltd,Dec 2026,2026-06-01,91,£1096 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/896
897,Volkswagen Golf 1.5 TSI #897,Volkswagen,Golf,1.5 TSI,6963,2021,39889,Petrol,Automatic,131,SW7,Dealer Site,Green Drive Motors,Dec 2026,2026-06-02,92,£1097 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/897
898,Ford Fiesta Titanium #898,Ford,Fiesta,Titanium,7342,2022,40026,Diesel,Manual,138,SW8,Local Garage,Direct Autos,Dec 2026,2026-06-03,93,£1098 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/898
899,BMW 118i Sport #899,BMW,118i,Sport,7721,2023,40163,Hybrid,Automatic,145,SW9,Partner Dealer,EV Specialists,Dec 2026,2026-06-04,94,£1099 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/899
900,Toyota Yaris Hybrid #900,Toyota,Yaris,Hybrid,8100,2024,40300,Electric,Manual,2,SW10,eBay,AutoMart London,Dec 2026,2026-06-05,95,£200 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/900
901,Audi A3 TDI Sport #901,Audi,A3,TDI Sport,8479,2025,40437,Petrol,Automatic,9,SW11,Dealer Site,City Motors,Dec 2026,2026-06-06,96,£201 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/901
902,Nissan Leaf Tekna #902,Nissan,Leaf,Tekna,8858,2015,40574,Diesel,Manual,16,SW12,Local Garage,Premium Cars Ltd,Dec 2026,2026-06-07,97,£202 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/902
903,Honda Civic i-VTEC #903,Honda,Civic,i-VTEC,9237,2016,40711,Hybrid,Automatic,23,SW13,Partner Dealer,Green Drive Motors,Dec 2026,2026-06-08,55,£203 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/903
904,Mazda 3 SE-L #904,Mazda,3,SE-L,9616,2017,40848,Electric,Manual,30,SW14,eBay,Direct Autos,Dec 2026,2026-06-09,56,£204 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/904
905,Volkswagen Golf 1.5 TSI #905,Volkswagen,Golf,1.5 TSI,9995,2018,40985,Petrol,Automatic,37,SW15,Dealer Site,EV Specialists,Dec 2026,2026-06-10,57,£205 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/905
906,Ford Fiesta Titanium #906,Ford,Fiesta,Titanium,10374,2019,41122,Diesel,Manual,44,SW16,Local Garage,AutoMart London,Dec 2026,2026-06-11,58,£206 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/906
907,BMW 118i Sport #907,BMW,118i,Sport,10753,2020,41259,Hybrid,Automatic,51,SW17,Partner Dealer,City Motors,Dec 2026,2026-06-12,59,£207 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/907
908,Toyota Yaris Hybrid #908,Toyota,Yaris,Hybrid,11132,2021,41396,Electric,Manual,58,SW18,eBay,Premium Cars Ltd,Dec 2026,2026-06-13,60,£208 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/908
909,Audi A3 TDI Sport #909,Audi,A3,TDI Sport,11511,2022,41533,Petrol,Automatic,65,SW19,Dealer Site,Green Drive Motors,Dec 2026,2026-06-14,61,£209 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/909
910,Nissan Leaf Tekna #910,Nissan,Leaf,Tekna,11890,2023,41670,Diesel,Manual,72,SW0,Local Garage,Direct Autos,Dec 2026,2026-06-15,62,£210 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/910
911,Honda Civic i-VTEC #911,Honda,Civic,i-VTEC,12269,2024,41807,Hybrid,Automatic,79,SW1,Partner Dealer,EV Specialists,Dec 2026,2026-06-16,63,£211 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/911
912,Mazda 3 SE-L #912,Mazda,3,SE-L,12648,2025,41944,Electric,Manual,86,SW2,eBay,AutoMart London,Dec 2026,2026-06-17,64,£212 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/912
913,Volkswagen Golf 1.5 TSI #913,Volkswagen,Golf,1.5 TSI,13027,2015,42081,Petrol,Automatic,93,SW3,Dealer Site,City Motors,Dec 2026,2026-06-18,65,£213 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/913
914,Ford Fiesta Titanium #914,Ford,Fiesta,Titanium,13406,2016,42218,Diesel,Manual,100,SW4,Local Garage,Premium Cars Ltd,Dec 2026,2026-06-19,66,£214 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/914
915,BMW 118i Sport #915,BMW,118i,Sport,13785,2017,42355,Hybrid,Automatic,107,SW5,Partner Dealer,Green Drive Motors,Dec 2026,2026-06-20,67,£215 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/915
916,Toyota Yaris Hybrid #916,Toyota,Yaris,Hybrid,14164,2018,42492,Electric,Manual,114,SW6,eBay,Direct Autos,Dec 2026,2026-06-21,68,£216 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/916
917,Audi A3 TDI Sport #917,Audi,A3,TDI Sport,14543,2019,42629,Petrol,Automatic,121,SW7,Dealer Site,EV Specialists,Dec 2026,2026-06-22,69,£217 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/917
918,Nissan Leaf Tekna #918,Nissan,Leaf,Tekna,14922,2020,42766,Diesel,Manual,128,SW8,Local Garage,AutoMart London,Dec 2026,2026-06-23,70,£218 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/918
919,Honda Civic i-VTEC #919,Honda,Civic,i-VTEC,15301,2021,42903,Hybrid,Automatic,135,SW9,Partner Dealer,City Motors,Dec 2026,2026-06-24,71,£219 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/919
920,Mazda 3 SE-L #920,Mazda,3,SE-L,15680,2022,43040,Electric,Manual,142,SW10,eBay,Premium Cars Ltd,Dec 2026,2026-06-25,72,£220 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/920
921,Volkswagen Golf 1.5 TSI #921,Volkswagen,Golf,1.5 TSI,16059,2023,43177,Petrol,Automatic,149,SW11,Dealer Site,Green Drive Motors,Dec 2026,2026-06-26,73,£221 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/921
922,Ford Fiesta Titanium #922,Ford,Fiesta,Titanium,16438,2024,43314,Diesel,Manual,6,SW12,Local Garage,Direct Autos,Dec 2026,2026-06-27,74,£222 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/922
923,BMW 118i Sport #923,BMW,118i,Sport,16817,2025,43451,Hybrid,Automatic,13,SW13,Partner Dealer,EV Specialists,Dec 2026,2026-06-28,75,£223 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/923
924,Toyota Yaris Hybrid #924,Toyota,Yaris,Hybrid,17196,2015,43588,Electric,Manual,20,SW14,eBay,AutoMart London,Dec 2026,2026-06-01,76,£224 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/924
925,Audi A3 TDI Sport #925,Audi,A3,TDI Sport,17575,2016,43725,Petrol,Automatic,27,SW15,Dealer Site,City Motors,Dec 2026,2026-06-02,77,£225 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/925
926,Nissan Leaf Tekna #926,Nissan,Leaf,Tekna,17954,2017,43862,Diesel,Manual,34,SW16,Local Garage,Premium Cars Ltd,Dec 2026,2026-06-03,78,£226 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/926
927,Honda Civic i-VTEC #927,Honda,Civic,i-VTEC,18333,2018,43999,Hybrid,Automatic,41,SW17,Partner Dealer,Green Drive Motors,Dec 2026,2026-06-04,79,£227 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/927
928,Mazda 3 SE-L #928,Mazda,3,SE-L,18712,2019,44136,Electric,Manual,48,SW18,eBay,Direct Autos,Dec 2026,2026-06-05,80,£228 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/928
929,Volkswagen Golf 1.5 TSI #929,Volkswagen,Golf,1.5 TSI,19091,2020,44273,Petrol,Automatic,55,SW19,Dealer Site,EV Specialists,Dec 2026,2026-06-06,81,£229 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/929
930,Ford Fiesta Titanium #930,Ford,Fiesta,Titanium,19470,2021,44410,Diesel,Manual,62,SW0,Local Garage,AutoMart London,Dec 2026,2026-06-07,82,£230 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/930
931,BMW 118i Sport #931,BMW,118i,Sport,19849,2022,44547,Hybrid,Automatic,69,SW1,Partner Dealer,City Motors,Dec 2026,2026-06-08,83,£231 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/931
932,Toyota Yaris Hybrid #932,Toyota,Yaris,Hybrid,20228,2023,44684,Electric,Manual,76,SW2,eBay,Premium Cars Ltd,Dec 2026,2026-06-09,84,£232 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/932
933,Audi A3 TDI Sport #933,Audi,A3,TDI Sport,20607,2024,44821,Petrol,Automatic,83,SW3,Dealer Site,Green Drive Motors,Dec 2026,2026-06-10,85,£233 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/933
934,Nissan Leaf Tekna #934,Nissan,Leaf,Tekna,20986,2025,44958,Diesel,Manual,90,SW4,Local Garage,Direct Autos,Dec 2026,2026-06-11,86,£234 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/934
935,Honda Civic i-VTEC #935,Honda,Civic,i-VTEC,21365,2015,45095,Hybrid,Automatic,97,SW5,Partner Dealer,EV Specialists,Dec 2026,2026-06-12,87,£235 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/935
936,Mazda 3 SE-L #936,Mazda,3,SE-L,21744,2016,45232,Electric,Manual,104,SW6,eBay,AutoMart London,Dec 2026,2026-06-13,88,£236 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/936
937,Volkswagen Golf 1.5 TSI #937,Volkswagen,Golf,1.5 TSI,22123,2017,45369,Petrol,Automatic,111,SW7,Dealer Site,City Motors,Dec 2026,2026-06-14,89,£237 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/937
938,Ford Fiesta Titanium #938,Ford,Fiesta,Titanium,22502,2018,45506,Diesel,Manual,118,SW8,Local Garage,Premium Cars Ltd,Dec 2026,2026-06-15,90,£238 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/938
939,BMW 118i Sport #939,BMW,118i,Sport,22881,2019,45643,Hybrid,Automatic,125,SW9,Partner Dealer,Green Drive Motors,Dec 2026,2026-06-16,91,£239 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/939
940,Toyota Yaris Hybrid #940,Toyota,Yaris,Hybrid,23260,2020,45780,Electric,Manual,132,SW10,eBay,Direct Autos,Dec 2026,2026-06-17,92,£240 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/940
941,Audi A3 TDI Sport #941,Audi,A3,TDI Sport,23639,2021,45917,Petrol,Automatic,139,SW11,Dealer Site,EV Specialists,Dec 2026,2026-06-18,93,£241 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/941
942,Nissan Leaf Tekna #942,Nissan,Leaf,Tekna,24018,2022,46054,Diesel,Manual,146,SW12,Local Garage,AutoMart London,Dec 2026,2026-06-19,94,£242 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/942
943,Honda Civic i-VTEC #943,Honda,Civic,i-VTEC,24397,2023,46191,Hybrid,Automatic,3,SW13,Partner Dealer,City Motors,Dec 2026,2026-06-20,95,£243 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/943
944,Mazda 3 SE-L #944,Mazda,3,SE-L,24776,2024,46328,Electric,Manual,10,SW14,eBay,Premium Cars Ltd,Dec 2026,2026-06-21,96,£244 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/944
945,Volkswagen Golf 1.5 TSI #945,Volkswagen,Golf,1.5 TSI,25155,2025,46465,Petrol,Automatic,17,SW15,Dealer Site,Green Drive Motors,Dec 2026,2026-06-22,97,£245 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/945
946,Ford Fiesta Titanium #946,Ford,Fiesta,Titanium,25534,2015,46602,Diesel,Manual,24,SW16,Local Garage,Direct Autos,Dec 2026,2026-06-23,55,£246 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/946
947,BMW 118i Sport #947,BMW,118i,Sport,25913,2016,46739,Hybrid,Automatic,31,SW17,Partner Dealer,EV Specialists,Dec 2026,2026-06-24,56,£247 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/947
948,Toyota Yaris Hybrid #948,Toyota,Yaris,Hybrid,26292,2017,46876,Electric,Manual,38,SW18,eBay,AutoMart London,Dec 2026,2026-06-25,57,£248 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/948
949,Audi A3 TDI Sport #949,Audi,A3,TDI Sport,26671,2018,47013,Petrol,Automatic,45,SW19,Dealer Site,City Motors,Dec 2026,2026-06-26,58,£249 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/949
950,Nissan Leaf Tekna #950,Nissan,Leaf,Tekna,27050,2019,47150,Diesel,Manual,52,SW0,Local Garage,Premium Cars Ltd,Dec 2026,2026-06-27,59,£250 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/950
951,Honda Civic i-VTEC #951,Honda,Civic,i-VTEC,27429,2020,47287,Hybrid,Automatic,59,SW1,Partner Dealer,Green Drive Motors,Dec 2026,2026-06-28,60,£251 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/951
952,Mazda 3 SE-L #952,Mazda,3,SE-L,27808,2021,47424,Electric,Manual,66,SW2,eBay,Direct Autos,Dec 2026,2026-06-01,61,£252 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/952
953,Volkswagen Golf 1.5 TSI #953,Volkswagen,Golf,1.5 TSI,28187,2022,47561,Petrol,Automatic,73,SW3,Dealer Site,EV Specialists,Dec 2026,2026-06-02,62,£253 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/953
954,Ford Fiesta Titanium #954,Ford,Fiesta,Titanium,28566,2023,47698,Diesel,Manual,80,SW4,Local Garage,AutoMart London,Dec 2026,2026-06-03,63,£254 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/954
955,BMW 118i Sport #955,BMW,118i,Sport,28945,2024,47835,Hybrid,Automatic,87,SW5,Partner Dealer,City Motors,Dec 2026,2026-06-04,64,£255 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/955
956,Toyota Yaris Hybrid #956,Toyota,Yaris,Hybrid,29324,2025,47972,Electric,Manual,94,SW6,eBay,Premium Cars Ltd,Dec 2026,2026-06-05,65,£256 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/956
957,Audi A3 TDI Sport #957,Audi,A3,TDI Sport,29703,2015,48109,Petrol,Automatic,101,SW7,Dealer Site,Green Drive Motors,Dec 2026,2026-06-06,66,£257 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/957
958,Nissan Leaf Tekna #958,Nissan,Leaf,Tekna,30082,2016,48246,Diesel,Manual,108,SW8,Local Garage,Direct Autos,Dec 2026,2026-06-07,67,£258 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/958
959,Honda Civic i-VTEC #959,Honda,Civic,i-VTEC,30461,2017,48383,Hybrid,Automatic,115,SW9,Partner Dealer,EV Specialists,Dec 2026,2026-06-08,68,£259 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/959
960,Mazda 3 SE-L #960,Mazda,3,SE-L,30840,2018,48520,Electric,Manual,122,SW10,eBay,AutoMart London,Dec 2026,2026-06-09,69,£260 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/960
961,Volkswagen Golf 1.5 TSI #961,Volkswagen,Golf,1.5 TSI,5219,2019,48657,Petrol,Automatic,129,SW11,Dealer Site,City Motors,Dec 2026,2026-06-10,70,£261 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/961
962,Ford Fiesta Titanium #962,Ford,Fiesta,Titanium,5598,2020,48794,Diesel,Manual,136,SW12,Local Garage,Premium Cars Ltd,Dec 2026,2026-06-11,71,£262 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/962
963,BMW 118i Sport #963,BMW,118i,Sport,5977,2021,48931,Hybrid,Automatic,143,SW13,Partner Dealer,Green Drive Motors,Dec 2026,2026-06-12,72,£263 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/963
964,Toyota Yaris Hybrid #964,Toyota,Yaris,Hybrid,6356,2022,49068,Electric,Manual,150,SW14,eBay,Direct Autos,Dec 2026,2026-06-13,73,£264 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/964
965,Audi A3 TDI Sport #965,Audi,A3,TDI Sport,6735,2023,49205,Petrol,Automatic,7,SW15,Dealer Site,EV Specialists,Dec 2026,2026-06-14,74,£265 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/965
966,Nissan Leaf Tekna #966,Nissan,Leaf,Tekna,7114,2024,49342,Diesel,Manual,14,SW16,Local Garage,AutoMart London,Dec 2026,2026-06-15,75,£266 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/966
967,Honda Civic i-VTEC #967,Honda,Civic,i-VTEC,7493,2025,49479,Hybrid,Automatic,21,SW17,Partner Dealer,City Motors,Dec 2026,2026-06-16,76,£267 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/967
968,Mazda 3 SE-L #968,Mazda,3,SE-L,7872,2015,49616,Electric,Manual,28,SW18,eBay,Premium Cars Ltd,Dec 2026,2026-06-17,77,£268 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/968
969,Volkswagen Golf 1.5 TSI #969,Volkswagen,Golf,1.5 TSI,8251,2016,49753,Petrol,Automatic,35,SW19,Dealer Site,Green Drive Motors,Dec 2026,2026-06-18,78,£269 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/969
970,Ford Fiesta Titanium #970,Ford,Fiesta,Titanium,8630,2017,49890,Diesel,Manual,42,SW0,Local Garage,Direct Autos,Dec 2026,2026-06-19,79,£270 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/970
971,BMW 118i Sport #971,BMW,118i,Sport,9009,2018,50027,Hybrid,Automatic,49,SW1,Partner Dealer,EV Specialists,Dec 2026,2026-06-20,80,£271 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/971
972,Toyota Yaris Hybrid #972,Toyota,Yaris,Hybrid,9388,2019,50164,Electric,Manual,56,SW2,eBay,AutoMart London,Dec 2026,2026-06-21,81,£272 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/972
973,Audi A3 TDI Sport #973,Audi,A3,TDI Sport,9767,2020,50301,Petrol,Automatic,63,SW3,Dealer Site,City Motors,Dec 2026,2026-06-22,82,£273 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/973
974,Nissan Leaf Tekna #974,Nissan,Leaf,Tekna,10146,2021,50438,Diesel,Manual,70,SW4,Local Garage,Premium Cars Ltd,Dec 2026,2026-06-23,83,£274 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/974
975,Honda Civic i-VTEC #975,Honda,Civic,i-VTEC,10525,2022,50575,Hybrid,Automatic,77,SW5,Partner Dealer,Green Drive Motors,Dec 2026,2026-06-24,84,£275 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/975
976,Mazda 3 SE-L #976,Mazda,3,SE-L,10904,2023,50712,Electric,Manual,84,SW6,eBay,Direct Autos,Dec 2026,2026-06-25,85,£276 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/976
977,Volkswagen Golf 1.5 TSI #977,Volkswagen,Golf,1.5 TSI,11283,2024,50849,Petrol,Automatic,91,SW7,Dealer Site,EV Specialists,Dec 2026,2026-06-26,86,£277 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/977
978,Ford Fiesta Titanium #978,Ford,Fiesta,Titanium,11662,2025,50986,Diesel,Manual,98,SW8,Local Garage,AutoMart London,Dec 2026,2026-06-27,87,£278 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/978
979,BMW 118i Sport #979,BMW,118i,Sport,12041,2015,51123,Hybrid,Automatic,105,SW9,Partner Dealer,City Motors,Dec 2026,2026-06-28,88,£279 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/979
980,Toyota Yaris Hybrid #980,Toyota,Yaris,Hybrid,12420,2016,51260,Electric,Manual,112,SW10,eBay,Premium Cars Ltd,Dec 2026,2026-06-01,89,£280 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/980
981,Audi A3 TDI Sport #981,Audi,A3,TDI Sport,12799,2017,51397,Petrol,Automatic,119,SW11,Dealer Site,Green Drive Motors,Dec 2026,2026-06-02,90,£281 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/981
982,Nissan Leaf Tekna #982,Nissan,Leaf,Tekna,13178,2018,51534,Diesel,Manual,126,SW12,Local Garage,Direct Autos,Dec 2026,2026-06-03,91,£282 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/982
983,Honda Civic i-VTEC #983,Honda,Civic,i-VTEC,13557,2019,51671,Hybrid,Automatic,133,SW13,Partner Dealer,EV Specialists,Dec 2026,2026-06-04,92,£283 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/983
984,Mazda 3 SE-L #984,Mazda,3,SE-L,13936,2020,51808,Electric,Manual,140,SW14,eBay,AutoMart London,Dec 2026,2026-06-05,93,£284 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/984
985,Volkswagen Golf 1.5 TSI #985,Volkswagen,Golf,1.5 TSI,14315,2021,51945,Petrol,Automatic,147,SW15,Dealer Site,City Motors,Dec 2026,2026-06-06,94,£285 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/985
986,Ford Fiesta Titanium #986,Ford,Fiesta,Titanium,14694,2022,52082,Diesel,Manual,4,SW16,Local Garage,Premium Cars Ltd,Dec 2026,2026-06-07,95,£286 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/986
